ProjectID,Date,Origin,Destination,Modo,Gender,0_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89
42,2020-03-15,104:202,61:413,private_transport,F,,,,26.0,22.0,,,,,,,,,,,
42,2020-03-15,104:202,61:413,private_transport,M,,,,,,60.0,,,,,,,,,,
42,2020-03-15,104:202,62:307,private_transport,M,,,,,,,,,36.0,,,,,,,
42,2020-03-15,104:202,76:314,private_transport,M,,,,,,,12.0,,,,,,,,,
42,2020-03-15,104:202,78:302,private_transport,F,,,,,10.0,,,,,,,,,,,
42,2020-03-15,104:202,78:302,private_transport,M,,,,,,,15.0,,,,,,,,,
42,2020-03-15,104:202,90:117,private_transport,F,,,,,,,20.0,,,,,,,,,
42,2020-03-15,104:202,9:509,private_transport,F,,,,,52.0,,,,,,,,,,,
42,2020-03-15,104:202,9:509,private_transport,M,,,67.0,,17.0,,71.0,14.0,16.0,,,,,,,
42,2020-03-15,104:202,29:529,private_transport,F,,,,,,,,,,13.0,,,,,,
42,2020-03-15,104:202,97:102,private_transport,M,,,,,,,,,,23.0,,,,,,
42,2020-03-15,104:202,111:167,private_transport,F,,,,,,16.0,33.0,,,30.0,,,,,,
42,2020-03-15,104:202,111:167,private_transport,M,,,,51.0,10.0,74.0,15.0,22.0,,19.0,,,,,,
42,2020-03-15,104:202,121:165,private_transport,M,,,,,,,,,11.0,,,,,,,
42,2020-03-15,104:202,134:136,private_transport,M,,,,11.0,,,,,,,,,,,,
42,2020-03-15,104:202,135:135,private_transport,M,,,,15.0,,,,,,,,,,,,
42,2020-03-15,104:202,137:149,private_transport,M,,,,,,,,12.0,,,,,,,,
42,2020-03-15,104:202,138:148,private_transport,F,,,17.0,,,,,,,,,,,,,
42,2020-03-15,104:202,138:148,private_transport,M,,,,,,16.0,,42.0,,22.0,,,,,,
42,2020-03-15,104:202,144:126,private_transport,M,,,,12.0,,,12.0,,,,,,,,,
42,2020-03-15,104:202,148:122,private_transport,M,,,,,,,12.0,,,,,,,,,
42,2020-03-15,104:202,150:120,private_transport,F,,,,12.0,,,,,,,,,,,,
42,2020-03-15,104:202,46:420,private_transport,M,,,,,,,12.0,49.0,,,,,,,,
42,2020-03-15,104:202,47:320,private_transport,F,,,,,11.0,,,,,,,,,,,
42,2020-03-15,104:202,47:320,private_transport,M,,,,,,,16.0,,,,,,,,,
42,2020-03-15,104:202,56:416,private_transport,M,,,,36.0,,,,,,,,,,,,
42,2020-03-15,104:202,58:303,private_transport,F,,,,,,,12.0,,,,,,,,,
42,2020-03-15,104:202,68:315,private_transport,F,,,,13.0,,,,,,,,,,,,
42,2020-03-15,104:202,87:104,private_transport,M,,,,25.0,,,24.0,,,,,,,,,
42,2020-03-15,104:202,91:116,private_transport,M,,,,18.0,,,10.0,,,,,,,,,
42,2020-03-15,104:202,51:308,private_transport,F,,,,,10.0,,,,,,,,,,,
42,2020-03-15,104:202,51:308,private_transport,M,,,,,,,,,12.0,,,,,,,
42,2020-03-15,104:202,64:306,private_transport,M,,,75.0,,,,11.0,,,,,,,,,
42,2020-03-15,104:202,6:506,private_transport,M,,,,,,,,,30.0,,,,,,,
42,2020-03-15,104:202,85:106,private_transport,F,,,,,,,21.0,,,,,,,,,
42,2020-03-15,104:202,86:105,private_transport,M,,,,,,,10.0,,,,,,,,,
42,2020-03-15,104:202,8:508,private_transport,M,,,,,27.0,,,,,,,,,,,
42,2020-03-15,105:201,110:168,private_transport,M,,,,,,,26.0,,,,,,,,,
42,2020-03-15,105:201,153:133,private_transport,F,,15.0,,,,,,,,,,,,,,
42,2020-03-15,105:201,154:132,private_transport,F,,22.0,,,,,,,,,,,,,,
42,2020-03-15,105:201,32:532,private_transport,F,,,11.0,,,55.0,,,,,,,,,,
42,2020-03-15,105:201,32:532,private_transport,M,,,,,,11.0,,,,,,,,,,
42,2020-03-15,105:201,45:319,private_transport,M,,,,,44.0,,,,,,,,,,,
42,2020-03-15,105:201,103:203,private_transport,M,,,,,10.0,,,,,,,,,,,
42,2020-03-15,105:201,104:202,private_transport,F,,,,,,,10.0,,,,,,,,,
42,2020-03-15,105:201,104:202,private_transport,M,,,,,,,13.0,,,,,,,,,
42,2020-03-15,105:201,126:160,private_transport,M,,,,,,11.0,,,,,,,,,,
42,2020-03-15,105:201,145:125,private_transport,M,,,,,37.0,,,,,,,,,,,
42,2020-03-15,105:201,156:130,private_transport,M,,,,,,28.0,,,,,,,,,,
42,2020-03-15,105:201,61:413,private_transport,M,,,,,,23.0,,,,,,,,,,
42,2020-03-15,105:201,76:314,private_transport,M,,,,,,,61.0,,,,,,,,,
42,2020-03-15,105:201,95:112,private_transport,F,,,,,17.0,,,,,,,,,,,
42,2020-03-15,105:201,9:509,private_transport,F,,,31.0,,,,,,,,,,,,,
42,2020-03-15,105:201,105:201,private_transport,M,,,,,,,12.0,,,,,,,,,
42,2020-03-15,105:201,155:131,private_transport,M,,,,,,16.0,,,,,,,,,,
42,2020-03-15,105:201,97:102,private_transport,M,,,,,,,,28.0,,,,,,,,
42,2020-03-15,105:201,118:152,private_transport,F,,,,,16.0,,,,,,,,,,,
42,2020-03-15,105:201,121:165,private_transport,M,,,,,15.0,,,,,,,,,,,
42,2020-03-15,105:201,134:136,private_transport,M,,,,,14.0,,,,,,,,,,,
42,2020-03-15,105:201,137:149,private_transport,M,,,,,47.0,,,,,,,,,,,
42,2020-03-15,105:201,37:537,private_transport,M,,,,26.0,,,,,,,,,,,,
42,2020-03-15,105:201,47:320,private_transport,M,,,,,,,23.0,,,,,,,,,
42,2020-03-15,105:201,56:416,private_transport,F,,,,,11.0,,,,,,,,,,,
42,2020-03-15,105:201,58:303,private_transport,F,,,,,,,55.0,,,,,,,,,
42,2020-03-15,105:201,88:103,private_transport,M,,,,,,,,19.0,,,,,,,,
42,2020-03-15,105:201,51:308,private_transport,M,,,,,,,,,52.0,,,,,,,
42,2020-03-15,105:201,112:158,private_transport,M,,,,10.0,,,,,,,,,,,,
42,2020-03-15,105:201,71:326,private_transport,M,,,,42.0,,,,,,,,,,,,
42,2020-03-15,105:201,82:418,private_transport,M,,,,,,,,11.0,,,,,,,,
42,2020-03-15,106:208,107:207,private_transport,F,,,,21.0,,,,,,,,,,,,
42,2020-03-15,106:208,107:207,private_transport,M,,,,20.0,,,,,,,,,,,,
42,2020-03-15,106:208,109:169,private_transport,M,,,,,,,,,10.0,,,,,,,
42,2020-03-15,106:208,154:132,private_transport,F,,12.0,,,,,,,,,,,,,,
42,2020-03-15,106:208,32:532,private_transport,F,,,,,,,18.0,,,,,,,,,
42,2020-03-15,106:208,32:532,private_transport,M,,,,,,17.0,,,,,,,,,,
42,2020-03-15,106:208,83:108,private_transport,M,,,,,10.0,,,,,,,,,,,
42,2020-03-15,106:208,104:202,private_transport,F,,,13.0,,,,,,,,,,,,,
42,2020-03-15,106:208,114:156,microtrip,F,,,10.0,,,,,,,,,,,,,
42,2020-03-15,106:208,145:125,private_transport,M,,,,,22.0,,,,,,,,,,,
42,2020-03-15,106:208,156:130,private_transport,M,,,,,,24.0,,,,,,,,,,
42,2020-03-15,106:208,50:412,private_transport,F,,,24.0,,,,,,,,,,,,,
42,2020-03-15,106:208,50:412,private_transport,M,,,,,,,,21.0,,,,,,,,
42,2020-03-15,106:208,61:413,private_transport,M,,,,,,22.0,,,,,34.0,,,,,
42,2020-03-15,106:208,98:217,private_transport,F,,,,,,,10.0,,,,,,,,,
42,2020-03-15,106:208,98:217,private_transport,M,,,,,,13.0,,,,,,,,,,
42,2020-03-15,106:208,9:509,private_transport,F,,,45.0,,,,,29.0,,,,,,,,
42,2020-03-15,106:208,9:509,private_transport,M,,,,,29.0,,19.0,27.0,,,,,,,,
42,2020-03-15,106:208,155:131,private_transport,M,,,,,,11.0,,,,,,,,,,
42,2020-03-15,106:208,29:529,private_transport,F,,,,,,,,,,13.0,,,,,,
42,2020-03-15,106:208,29:529,private_transport,M,,,,,,,,,,,,30.0,,,,
42,2020-03-15,106:208,97:102,bus,M,,,,,,,15.0,,,,,,,,,
42,2020-03-15,106:208,111:167,private_transport,F,,,,,,14.0,,,,,,,,,,
42,2020-03-15,106:208,117:153,private_transport,F,,,,,12.0,,,,,,,,,,,
42,2020-03-15,106:208,118:152,private_transport,F,,,,,11.0,,,,,,,,,,,
42,2020-03-15,106:208,137:149,private_transport,M,,,,,29.0,,,,,,,,,,,
42,2020-03-15,106:208,139:147,private_transport,F,,,,,11.0,,,,,,,,,,,
42,2020-03-15,106:208,144:126,private_transport,M,,,,,,,,,29.0,,,,,,,
42,2020-03-15,106:208,148:122,private_transport,F,,,,,,28.0,15.0,,,,,,,,,
42,2020-03-15,106:208,149:121,private_transport,F,,,10.0,,,,,,,,,,,,,
42,2020-03-15,106:208,150:120,private_transport,F,,,12.0,,,,10.0,,,,,,,,,
