ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359,Total_M,Total_T,Total_MT,Total,Chave_O+D
7,2019-11-17,108,126,bus,,,,,,,,,,,,,,,,,,,11,,,,,,0,11,11,11,108_126
7,2019-11-17,108,127,bus,,,,,25,,,,,,,,,,,23,,,,,,,,,0,0,0,48,108_127
7,2019-11-17,108,127,private_transport,19,,,,23,,,,,,,12,,,,21,,,,,,,,,0,0,0,75,108_127
7,2019-11-17,108,132,microtrip,,,,,10,,,,,,11,,,,,,,,,,,,,,0,0,0,21,108_132
7,2019-11-17,108,140,microtrip,,,,,11,,,,,,,,,,,,,,,10,,,,,0,0,0,21,108_140
7,2019-11-17,108,141,microtrip,,,,,,,,,11,,,,,,,,,,,,,,10,,11,0,11,21,108_141
7,2019-11-17,108,142,private_transport,,,,,,,,10,,,17,,,,,,,,,,,,,,10,0,10,27,108_142
7,2019-11-17,108,143,private_transport,,,,,,,,,,,,,,,11,,11,,,,,,,,0,0,0,22,108_143
7,2019-11-17,108,144,private_transport,,,,,,,,,,,10,,,,,,,,,,,,,,0,0,0,10,108_144
7,2019-11-17,108,145,private_transport,,,,12,,,,,,,,,,,,,,,,,,,,,0,0,0,12,108_145
7,2019-11-17,108,147,private_transport,,,,10,,,,,,,,,,,,,,,,,,,,,0,0,0,10,108_147
7,2019-11-17,108,149,private_transport,,,,,,,,,,,,,,,,10,,,,,,,,,0,0,0,10,108_149
7,2019-11-17,108,152,bus,,,12,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,108_152
7,2019-11-17,108,152,private_transport,,,27,,,,,,,,,,,,,,,,,,,,,,0,0,0,27,108_152
7,2019-11-17,108,153,private_transport,,,13,,,,,,,,,,,,,,,,,,,,,,0,0,0,13,108_153
7,2019-11-17,108,154,bus,,,11,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,108_154
7,2019-11-17,108,155,private_transport,,,11,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,108_155
7,2019-11-17,108,158,bus,,,,,,,,,,,,,,10,,,,,,,,,,,0,0,0,10,108_158
7,2019-11-17,108,158,private_transport,,,,,,,,,,,,,,13,,,,,,,,,,,0,0,0,13,108_158
7,2019-11-17,108,169,bus,,,,,,,,,,,,,15,,,,,,,,,,,,0,0,0,15,108_169
7,2019-11-17,108,169,microtrip,,,,,,,,,,,,,,,,,,13,,,,,,,0,13,13,13,108_169
7,2019-11-17,108,169,private_transport,,,,,,,,,,,10,,,,,,,,,,,,,,0,0,0,10,108_169
7,2019-11-17,108,206,bus,,,,,,,,,,,,,,10,,,,,,,,,,,0,0,0,10,108_206
7,2019-11-17,108,206,private_transport,,,,,,,,,,19,,25,,,,,18,,,,,,,,0,0,0,62,108_206
7,2019-11-17,108,207,microtrip,,,,,,,,,,,,,,,,,,,,,10,,,,0,0,0,10,108_207
7,2019-11-17,108,207,private_transport,,,,,,,,,,21,13,26,10,14,,,,,,,,,,,0,0,0,84,108_207
7,2019-11-17,109,108,bus,,,,,,,,,,,,,21,,,,,,,,,,,,0,0,0,21,109_108
7,2019-11-17,109,108,microtrip,17,,,,,,,,,,16,12,18,12,,,,,19,,13,13,,,0,19,19,120,109_108
7,2019-11-17,109,108,private_transport,,,,,,,,,,,,13,,,,,14,,,,,,,,0,0,0,27,109_108
7,2019-11-17,109,109,microtrip,,,,,,,,,25,,17,11,13,,14,,,,18,12,12,,,,25,18,43,122,109_109
7,2019-11-17,109,113,microtrip,10,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,109_113
7,2019-11-17,109,132,microtrip,14,,,,,,,,,12,11,,,,,,,,,,,,,,0,0,0,37,109_132
7,2019-11-17,109,133,microtrip,,,,,,,,,,10,,,,,,,,,,,,,,,0,0,0,10,109_133
7,2019-11-17,109,140,microtrip,,12,,,,,,,,,15,15,,11,,,,,,,,10,11,,0,0,0,74,109_140
7,2019-11-17,109,141,microtrip,,,,,13,,,11,,,,15,,,,,,,16,,,,,,11,16,27,55,109_141
7,2019-11-17,109,142,bus,,,,,,,,,,,,,20,,,,,,,,,,,,0,0,0,20,109_142
7,2019-11-17,109,142,microtrip,11,,,,,,,,,,,,,12,,,,,,10,,,,,0,0,0,33,109_142
7,2019-11-17,109,142,private_transport,,,,,,,,,,,,,,,,,11,,,,,,,,0,0,0,11,109_142
7,2019-11-17,109,143,private_transport,,,,,,,,,,,,13,,,,,,,,,,,,,0,0,0,13,109_143
7,2019-11-17,109,158,bus,,,,,,,,,,,,,,17,,,,,,,,,,,0,0,0,17,109_158
7,2019-11-17,109,158,private_transport,,,,,,,,,,,,,,26,,,,,,,,,,,0,0,0,26,109_158
7,2019-11-17,109,159,microtrip,,,,,,,,,13,,,,,,,,,,,,,,,,13,0,13,13,109_159
7,2019-11-17,109,160,microtrip,,,,,,,,,10,,,,,,,,,,,,,,,,10,0,10,10,109_160
7,2019-11-17,109,169,bus,,,,,,,,,,,,,10,,,,,,,,,,,,0,0,0,10,109_169
7,2019-11-17,109,169,microtrip,16,,,,,,,,,,,10,,,,,,,,,,,,,0,0,0,26,109_169
7,2019-11-17,109,201,private_transport,,,,,,,,,,,,,,19,,,,,,,,,,,0,0,0,19,109_201
7,2019-11-17,109,205,microtrip,,,,,,,,,10,,,10,,,,,,,,,,,,,10,0,10,20,109_205
7,2019-11-17,109,205,private_transport,,,,,,,,,,,,11,,,,,10,,,,,,,,0,0,0,21,109_205
7,2019-11-17,109,206,bus,,,,,,,,,,,,12,,,,,,,,,,,,,0,0,0,12,109_206
7,2019-11-17,109,206,private_transport,,,,,,,,,,,,11,,,,,31,,,,,,,,0,0,0,42,109_206
7,2019-11-17,109,207,bus,,,,,,,,,,,,,28,15,,,,,,,,,,,0,0,0,43,109_207
7,2019-11-17,109,207,microtrip,,,,,,,,,15,,,,18,,10,12,11,,,,,13,,,15,0,15,79,109_207
7,2019-11-17,109,207,private_transport,,,,,,,,,,,,22,,26,,,34,,,,,,,,0,0,0,82,109_207
7,2019-11-17,109,208,private_transport,,,,,,,,,,,,,,27,,,,,,,,,,,0,0,0,27,109_208
7,2019-11-17,110,101,bus,,,,,,,,,,,,,,,,44,,,,,,,,,0,0,0,44,110_101
7,2019-11-17,110,102,microtrip,,,,,,,,,,,,,,,13,,,,,,,,,,0,0,0,13,110_102
7,2019-11-17,110,104,microtrip,,,,,,,,,,,,,,,,12,,,,,,10,,,0,0,0,22,110_104
