ProjectID,Date,Origin,Destination,Modo,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1400_1459,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
42,2019-11-19,145:125,152:134,bus,,,,,,12.0,,,,,,,
42,2019-11-19,145:125,156:130,bus,,,,,,,,,,,,,14.0
42,2019-11-19,145:125,86:105,bus,,,,,,,,,,12.0,,,
42,2019-11-19,145:125,86:105,private_transport,,,,,,,,,,12.0,,,
42,2019-11-19,145:125,90:117,bus,,,,,,,,12.0,,,,,
42,2019-11-19,145:125,90:117,private_transport,,,,,,,,14.0,,,,,
42,2019-11-19,145:125,136:150,bus,11.0,,,,,,,,,,,,
42,2019-11-19,145:125,118:152,bus,12.0,,,,,,,,,,,,
42,2019-11-19,145:125,118:152,private_transport,11.0,,,,,,,,,,,,
42,2019-11-19,145:125,85:106,private_transport,,,,,,,14.0,,,,,,
42,2019-11-19,145:125,91:116,bus,,,,,,,,,,,,,10.0
42,2019-11-19,150:120,121:165,bus,,,,,,,,14.0,,,,,
42,2019-11-19,150:120,121:165,private_transport,,,,,,,,18.0,,,,,
42,2019-11-19,150:120,84:107,bus,,,,,,,,14.0,,,,,
42,2019-11-19,158:128,121:165,bus,,,,,,,,10.0,,,,,
42,2019-11-19,158:128,86:105,bus,,,,,,,,11.0,,,,,
42,2019-11-19,158:128,148:122,bus,10.0,,,,,,,,,,,,
42,2019-11-19,159:127,145:125,bus,,,,,,22.0,,,,,,,
42,2019-11-19,159:127,159:127,private_transport,,,,,,,,,,,,,20.0
42,2019-11-19,159:127,124:162,bus,,,,,,,,,,,,,19.0
42,2019-11-19,159:127,124:162,private_transport,,,,,,,,,,,,,29.0
42,2019-11-19,159:127,137:149,bus,,,,,,,,,,,,,17.0
42,2019-11-19,159:127,137:149,private_transport,,,,,,,,,,,,,44.0
42,2019-11-19,159:127,110:168,bus,,,,,28.0,,,,,,,,
42,2019-11-19,159:127,110:168,private_transport,,,,,26.0,,,,,,,,
42,2019-11-19,159:127,104:202,bus,,,,,22.0,,,,,,,,
42,2019-11-19,159:127,104:202,private_transport,,,,,18.0,,,,,,,,
42,2019-11-19,159:127,125:161,private_transport,,,,,,,,,,,,,13.0
42,2019-11-19,159:127,147:123,private_transport,,,,,14.0,,,,,,,,
42,2019-11-19,58:303,121:165,bus,,,,11.0,15.0,,,,,,,,
42,2019-11-19,58:303,121:165,private_transport,,,,83.0,29.0,,,,,,,,
42,2019-11-19,58:303,137:149,private_transport,,,,18.0,,,,,,,,,
42,2019-11-19,58:303,86:105,bus,,,,14.0,,,,,,,,,
42,2019-11-19,58:303,86:105,private_transport,,,,47.0,,,,,,,,,
42,2019-11-19,58:303,84:107,private_transport,,,,35.0,,,,,,,,,
42,2019-11-19,58:303,111:167,private_transport,,,,,25.0,,,,,,,,
42,2019-11-19,58:303,157:129,bus,,,,,30.0,,,,,,,,
42,2019-11-19,58:303,157:129,private_transport,,,,,25.0,,,,,,,,
42,2019-11-19,58:303,158:128,bus,,,,,13.0,,,,,,,,
42,2019-11-19,58:303,158:128,private_transport,,,,,15.0,,,,,,,,
42,2019-11-19,83:108,118:152,private_transport,,,,,,,,14.0,,,,,
42,2019-11-19,83:108,95:112,bus,,,,,,,,11.0,,,,,
42,2019-11-19,85:106,148:122,bus,39.0,,,,,,,,,,,,
42,2019-11-19,85:106,148:122,private_transport,11.0,,,,,,,,,,,,
42,2019-11-19,85:106,157:129,bus,15.0,,,,,,,,,,,,
42,2019-11-19,85:106,150:120,bus,11.0,,,,,,,,,,,,
42,2019-11-19,88:103,148:122,bus,33.0,,,,,,,,,,,,
42,2019-11-19,88:103,148:122,private_transport,13.0,,,,,,,,,,,,
42,2019-11-19,88:103,111:167,bus,18.0,,,,,,,,,,,,
42,2019-11-19,88:103,157:129,private_transport,10.0,,,,,,,,,,,,
42,2019-11-19,90:117,148:122,bus,11.0,,,,,,,,,,,,
42,2019-11-19,93:114,146:124,bus,,,,,,,,,,,37.0,,
42,2019-11-19,93:114,146:124,private_transport,,,,,,,,,,,10.0,,
42,2019-11-19,94:113,102:204,private_transport,,,,,,,,,,,10.0,,
42,2019-11-19,94:113,146:124,bus,,,,,,,,,,,27.0,,
42,2019-11-19,94:113,146:124,private_transport,,,,,,,,,,,16.0,,
42,2019-11-19,95:112,140:146,private_transport,,,,,,,,,13.0,,,,
42,2019-11-19,95:112,139:147,bus,,,,,,,,,10.0,,,,
42,2019-11-19,97:102,121:165,private_transport,,,,,,,,11.0,,,,,
42,2019-11-19,97:102,84:107,private_transport,,,,,,,,13.0,,,,,
42,2019-11-19,98:217,116:154,bus,,,,,,,,12.0,,,,,
42,2019-11-19,98:217,139:147,private_transport,,,,,,,,12.0,,,,,
42,2019-11-19,99:101,120:166,bus,,,10.0,,,,,,,,,,
42,2019-11-19,99:101,31:531,private_transport,,,,,99.0,,,,,,,,
42,2019-11-19,99:101,141:145,bus,,,34.0,,,,,,,,,,
42,2019-11-19,99:101,141:145,private_transport,,,23.0,,,,,,,,,,
42,2019-11-19,99:101,145:125,bus,,,11.0,,,,,,,,,,
42,2019-11-19,99:101,145:125,private_transport,,,13.0,,,,,,,,,,
42,2019-11-19,99:101,159:127,bus,22.0,,,,,,,,,,,,
42,2019-11-19,99:101,159:127,private_transport,15.0,,,,,,,,,,,,
42,2019-11-19,99:101,140:146,bus,12.0,,15.0,,,,,,,,,,
42,2019-11-19,99:101,140:146,private_transport,,,19.0,,,,,,,,,,
42,2019-11-19,99:101,139:147,bus,,,12.0,,,,,,,,,,
42,2019-11-19,99:101,108:170,bus,,,,,,38.0,,,,,,,
42,2019-11-19,99:101,108:170,private_transport,,,,,,11.0,,,,,,,
42,2019-11-19,99:101,121:165,bus,,,,,,,,,,22.0,,,
42,2019-11-19,99:101,121:165,private_transport,,,,,,,,,,15.0,,,
42,2019-11-19,99:101,124:162,bus,17.0,,,,,,,,,,,,
42,2019-11-19,99:101,137:149,bus,15.0,,,,,,,,,,,,
42,2019-11-19,99:101,137:149,private_transport,18.0,,,,,,,,,,,,
42,2019-11-19,99:101,152:134,private_transport,,,,,,15.0,,,,,,,
42,2019-11-19,99:101,154:132,private_transport,,,,,,12.0,,,,,,,
42,2019-11-19,99:101,156:130,bus,,,,,,,,,,,,,37.0
42,2019-11-19,99:101,156:130,private_transport,,,,,,,,,,,,,14.0
42,2019-11-19,99:101,86:105,bus,,,,,,,,,,21.0,,,
42,2019-11-19,99:101,86:105,private_transport,,,,,,,,,,18.0,,,
42,2019-11-19,99:101,88:103,private_transport,,,,,,,,10.0,,,,,
42,2019-11-19,99:101,90:117,bus,,,,,,,52.0,45.0,,,,,
42,2019-11-19,99:101,90:117,private_transport,,,,,,,56.0,26.0,,,,,
42,2019-11-19,99:101,99:101,bus,,,20.0,,,,,,,,,33.0,
42,2019-11-19,99:101,99:101,private_transport,,,36.0,,,,,,,,,36.0,
42,2019-11-19,99:101,118:152,bus,13.0,,,,,,,,,,,,
42,2019-11-19,99:101,85:106,bus,,,,,,,20.0,24.0,,,,,
42,2019-11-19,99:101,85:106,private_transport,,,,,,,20.0,,,,,,
42,2019-11-19,99:101,125:161,bus,12.0,,,,,,,,,,,,
42,2019-11-19,99:101,125:161,private_transport,11.0,,,,,,,,,,,,
42,2019-11-19,99:101,119:151,bus,20.0,,,,,,,,,,,,
42,2019-11-19,99:101,119:151,private_transport,13.0,,,,,,,,,,,,
42,2019-11-19,99:101,151:119,bus,,,,,,10.0,,,,,,,
42,2019-11-19,99:101,45:319,private_transport,10.0,,,,,,,,,,,,
