ProjectID,Date,Origin,Destination,Modo,0500_0559,0700_0759,0800_0859,1100_1159,1300_1359,1400_1459,1500_1559,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
40,2020-03-03,133:137,146:124,private_transport,,,,,,,17.0,,,,,
40,2020-03-03,133:137,102:204,bus,,,,,,,13.0,,,,,
40,2020-03-03,133:137,102:204,private_transport,,,,,,,12.0,,,,,
40,2020-03-03,136:150,136:150,bus,,,,,,,,,,,,125.0
40,2020-03-03,136:150,136:150,private_transport,,,,,,,,,,,,56.0
40,2020-03-03,136:150,119:151,bus,,,,,,,,,,,,19.0
40,2020-03-03,136:150,45:319,private_transport,,,,,,,,,,,,15.0
40,2020-03-03,137:149,104:202,bus,,31.0,,,,,,,,,,
40,2020-03-03,137:149,110:168,bus,,62.0,,,,,,,,,,
40,2020-03-03,137:149,111:167,bus,,15.0,,,,,,,,,,
40,2020-03-03,137:149,147:123,bus,,11.0,,,,,,,,,,
40,2020-03-03,144:126,146:124,bus,,,,,,,22.0,,,,,
40,2020-03-03,144:126,146:124,private_transport,,,,,,,11.0,,,,,
40,2020-03-03,145:125,146:124,bus,,,,,10.0,,,,,,,
40,2020-03-03,146:124,101:205,bus,,,,,,,,,,14.0,,
40,2020-03-03,146:124,101:205,private_transport,,,,,,,,,,14.0,,
40,2020-03-03,146:124,104:202,bus,,11.0,,,,,,,20.0,,,
40,2020-03-03,146:124,104:202,private_transport,,18.0,,,,,,,18.0,,,
40,2020-03-03,146:124,110:168,bus,,33.0,,,,,,,34.0,,,
40,2020-03-03,146:124,110:168,private_transport,,22.0,,,,,,,31.0,,,
40,2020-03-03,146:124,111:167,bus,,15.0,44.0,,,,,,12.0,,,
40,2020-03-03,146:124,111:167,private_transport,,14.0,54.0,,,,,,12.0,,,
40,2020-03-03,146:124,135:135,bus,,32.0,,,,,,,,,,
40,2020-03-03,146:124,135:135,private_transport,,21.0,,,,,,,,,,
40,2020-03-03,146:124,146:124,bus,,,,,,,,,,52.0,,
40,2020-03-03,146:124,50:412,private_transport,,,,,,,,,,131.0,,
40,2020-03-03,146:124,82:418,private_transport,,,,,,,,135.0,,,,
40,2020-03-03,146:124,87:104,bus,,,23.0,,,,,,,,,
40,2020-03-03,146:124,87:104,private_transport,,,35.0,,,,,,,,,
40,2020-03-03,146:124,92:115,bus,,,24.0,,,,,,,,,
40,2020-03-03,146:124,92:115,private_transport,,,15.0,,,,,,,,,
40,2020-03-03,146:124,99:101,bus,,,47.0,,,,,,,,,
40,2020-03-03,146:124,102:204,bus,,,13.0,,,,,,,,,
40,2020-03-03,146:124,127:159,bus,,,,32.0,,,,,,,,
40,2020-03-03,146:124,127:159,private_transport,,,,45.0,,,,,,,,
40,2020-03-03,146:124,147:123,bus,,,,,,,,,14.0,,,
40,2020-03-03,146:124,147:123,private_transport,,,,,,,,,13.0,,,
40,2020-03-03,146:124,116:154,private_transport,,12.0,,,,,,,,,,
40,2020-03-03,146:124,126:160,bus,,,,16.0,,,,,,,,
40,2020-03-03,146:124,126:160,private_transport,,,,30.0,,,,,,,,
40,2020-03-03,146:124,134:136,bus,,14.0,,,,,,,,,,
40,2020-03-03,146:124,145:125,bus,,,20.0,,,,,,,,,
40,2020-03-03,146:124,91:116,private_transport,,,10.0,,,,,,,,,
40,2020-03-03,146:124,94:113,private_transport,,,,10.0,,,,,,,,
40,2020-03-03,146:124,97:102,private_transport,,,,17.0,,,,,,,,
40,2020-03-03,151:119,101:205,bus,,,,,,,,,,11.0,,
40,2020-03-03,151:119,104:202,bus,,10.0,,,,,,,,,,
40,2020-03-03,151:119,104:202,private_transport,,10.0,,,,,,,,,,
40,2020-03-03,151:119,110:168,private_transport,,12.0,,,,,,,,,,
40,2020-03-03,151:119,146:124,bus,,,,,,,,,,13.0,,
40,2020-03-03,151:119,50:412,private_transport,,,,,,,,,,13.0,,
40,2020-03-03,151:119,82:418,private_transport,,,,,,,,14.0,,,,
40,2020-03-03,151:119,92:115,private_transport,,,10.0,,,,,,,,,
40,2020-03-03,151:119,127:159,bus,,,,12.0,,,,,,,,
40,2020-03-03,151:119,127:159,private_transport,,,,13.0,,,,,,,,
40,2020-03-03,151:119,126:160,bus,,,,11.0,,,,,,,,
40,2020-03-03,156:130,146:124,bus,,,,,22.0,,,,,,,
40,2020-03-03,160:110,146:124,bus,,,,,38.0,,,,,,,
40,2020-03-03,45:319,45:319,bus,78.0,,,,,,,,,,,
40,2020-03-03,45:319,45:319,private_transport,69.0,,,,,,,,,,,
40,2020-03-03,57:310,124:162,bus,,,,,,,,,39.0,,,
40,2020-03-03,57:310,124:162,private_transport,,,,,,,,,15.0,,,
40,2020-03-03,57:310,125:161,bus,,,,,,,,,17.0,,,
40,2020-03-03,76:314,101:205,private_transport,,,,,,,,,34.0,,,
40,2020-03-03,76:314,146:124,private_transport,,,,,,,,,100.0,,,
40,2020-03-03,76:314,102:204,private_transport,,,,,,,,,23.0,,,
40,2020-03-03,76:314,109:169,bus,,,,,,,20.0,,,,,
40,2020-03-03,76:314,109:169,private_transport,,,,,,,16.0,,,,,
40,2020-03-03,76:314,128:142,bus,,,,,,,15.0,,,,,
40,2020-03-03,76:314,128:142,private_transport,,,,,,,12.0,,,,,
40,2020-03-03,76:314,143:143,bus,,,,,,,16.0,,,,,
40,2020-03-03,76:314,143:143,private_transport,,,,,,,12.0,,,,,
40,2020-03-03,76:314,151:119,private_transport,,,,,,,,,13.0,,,
40,2020-03-03,76:314,83:108,bus,,,,,,,18.0,,,,,
40,2020-03-03,76:314,83:108,private_transport,,,,,,,24.0,,,,,
40,2020-03-03,76:314,98:217,bus,,,,,,,12.0,,,,,
40,2020-03-03,76:314,98:217,private_transport,,,,,,,26.0,,,,,
40,2020-03-03,83:108,101:205,bus,,,,,,18.0,,,,,,
40,2020-03-03,83:108,101:205,private_transport,,,,,,12.0,,,,,,
40,2020-03-03,83:108,146:124,bus,,,,,,67.0,,,,,,
40,2020-03-03,83:108,146:124,private_transport,,,,,,14.0,,,,,,
40,2020-03-03,91:116,146:124,bus,,,,,,,10.0,,,,,
40,2020-03-03,96:111,146:124,bus,,,,,18.0,,,,,,,
40,2020-03-03,96:111,102:204,bus,,,,,10.0,,,,,,,
40,2020-03-03,97:102,109:169,bus,,,,,,,,,,,26.0,
40,2020-03-03,97:102,109:169,private_transport,,,,,,,,,,,20.0,
40,2020-03-03,97:102,128:142,bus,,,,,,,,,,,21.0,
40,2020-03-03,97:102,128:142,private_transport,,,,,,,,,,,12.0,
40,2020-03-03,97:102,83:108,bus,,,,,,,,,,,20.0,
40,2020-03-03,97:102,83:108,private_transport,,,,,,,,,,,19.0,
40,2020-03-03,97:102,98:217,bus,,,,,,,,,,,23.0,
40,2020-03-03,97:102,98:217,private_transport,,,,,,,,,,,10.0,
