ProjectID,Date,Origin,Destination,Modo,0600_0659,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1400_1459,1500_1559,1800_1859,2200_2259
40,2020-03-04,127:159,151:119,private_transport,,,,,,,13.0,,,
40,2020-03-04,127:159,108:170,bus,,,,,,,32.0,,,
40,2020-03-04,127:159,152:134,bus,,,,,,,20.0,,,
40,2020-03-04,127:159,154:132,bus,,,,,,,13.0,,,
40,2020-03-04,129:141,101:205,bus,,,,,10.0,,,,,
40,2020-03-04,129:141,101:205,private_transport,,,,,10.0,,,,,
40,2020-03-04,134:136,76:314,private_transport,,,20.0,,,,,,,
40,2020-03-04,135:135,76:314,private_transport,,,67.0,,,,,,,
40,2020-03-04,145:125,160:110,bus,,,,,,,,11.0,,
40,2020-03-04,145:125,96:111,bus,,,,,,,,11.0,,
40,2020-03-04,146:124,101:205,bus,,,,,,,,37.0,25.0,
40,2020-03-04,146:124,101:205,private_transport,,,,,,,,16.0,,
40,2020-03-04,146:124,123:163,bus,,,,,,18.0,,,,
40,2020-03-04,146:124,123:163,private_transport,,,,,,17.0,,,,
40,2020-03-04,146:124,146:124,bus,,,,,,,,92.0,36.0,
40,2020-03-04,146:124,146:124,private_transport,,,,,,,,40.0,32.0,
40,2020-03-04,146:124,151:119,bus,,,,,,,,16.0,,
40,2020-03-04,146:124,32:532,private_transport,,,,,,99.0,16.0,,,
40,2020-03-04,146:124,76:314,bus,,,,,,,,,,88.0
40,2020-03-04,146:124,93:114,bus,,,,,,24.0,,,,
40,2020-03-04,146:124,93:114,private_transport,,,,,,11.0,,,,
40,2020-03-04,146:124,9:509,private_transport,,,,,,15.0,108.0,,,
40,2020-03-04,146:124,102:204,bus,,,,,,,,12.0,,
40,2020-03-04,146:124,109:169,bus,20.0,,,,,,,,,
40,2020-03-04,146:124,128:142,bus,14.0,,,,,,,,,
40,2020-03-04,146:124,143:143,bus,19.0,,,,,,,,,
40,2020-03-04,146:124,83:108,bus,25.0,,,,,,,,,
40,2020-03-04,146:124,94:113,bus,,,,,,27.0,,,,
40,2020-03-04,146:124,98:217,bus,13.0,,,,,,,,,
40,2020-03-04,151:119,102:204,bus,,,,,,,,10.0,,
40,2020-03-04,152:134,101:205,bus,,,,10.0,,,,,,
40,2020-03-04,152:134,101:205,private_transport,,,,13.0,,,,,,
40,2020-03-04,152:134,146:124,bus,,,,28.0,,,,,,
40,2020-03-04,152:134,146:124,private_transport,,,,17.0,,,,,,
40,2020-03-04,153:133,101:205,bus,,,,10.0,,,,,,
40,2020-03-04,153:133,146:124,bus,,,,15.0,,,,,,
40,2020-03-04,154:132,151:119,bus,,,,,20.0,,,,,
40,2020-03-04,154:132,151:119,private_transport,,,,,20.0,,,,,
40,2020-03-04,156:130,160:110,private_transport,,,,,,,,12.0,,
40,2020-03-04,160:110,155:131,bus,,24.0,,,,,,,,
40,2020-03-04,160:110,160:110,bus,,,,,,,,23.0,,
40,2020-03-04,160:110,160:110,private_transport,,,,,,,,16.0,,
40,2020-03-04,160:110,96:111,bus,,,,,,,,11.0,,
40,2020-03-04,160:110,134:136,bus,,15.0,,,,,,,,
40,2020-03-04,160:110,134:136,private_transport,,10.0,,,,,,,,
40,2020-03-04,160:110,156:130,private_transport,,,,,,,,12.0,,
40,2020-03-04,276:144,101:205,bus,,,,,,,,,,10.0
40,2020-03-04,276:144,146:124,bus,,,,,,,,,,15.0
40,2020-03-04,276:144,146:124,private_transport,,,,,,,,,,11.0
40,2020-03-04,50:412,101:205,bus,,,,18.0,,,,,,
40,2020-03-04,50:412,101:205,private_transport,,,,21.0,,,,,,
40,2020-03-04,50:412,146:124,bus,,,,65.0,,,,,,
40,2020-03-04,50:412,146:124,private_transport,,,,64.0,,,,,,
40,2020-03-04,83:108,151:119,bus,,,,,10.0,,,,,
40,2020-03-04,83:108,151:119,private_transport,,,,,10.0,,,,,
40,2020-03-04,90:117,50:412,bus,29.0,,,,,,,,,
40,2020-03-04,90:117,50:412,private_transport,21.0,,,,,,,,,
40,2020-03-04,93:114,101:205,private_transport,,,,,,,,,,10.0
40,2020-03-04,96:111,155:131,bus,,27.0,,,,,,,,
40,2020-03-04,96:111,156:130,bus,,12.0,,,,,,13.0,,
40,2020-03-04,96:111,156:130,private_transport,,,,,,,,10.0,,
40,2020-03-04,96:111,135:135,bus,,14.0,,,,,,,,
40,2020-03-04,98:217,146:124,bus,,,,,,,,,,11.0
40,2020-03-04,98:217,102:204,bus,,,,,,,,,,12.0
